# This file contains links between UNL UWs and Hindi Wordnet
# UW	Relation	POS	Words(weight)	SynsetID
#
flow(icl>discharge>thing,equ>menstruation)	Direct	n	2(2)	3906
flow(icl>discharge>thing,equ>menstruation)	Direct	n	3(4),4(4)	7568
flow(icl>motion>thing,equ>stream)	Direct	n	1(4),2(4),3(5)	23347
flow(icl>process,obj>thing)	Direct	n	4(4),3(4),1(5),2(4)	3728
flower(icl>angiosperm>thing)	Direct	n	2(5)	20972
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),3(2),1(2)	10167
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	10989
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	11919
flower(icl>reproductive_structure>thing)	Hypernymy	n	(2),1(2),2(2)	11962
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	12114
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	12259
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2)	12617
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	12662
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	12753
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	12856
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	13958
flower(icl>reproductive_structure>thing)	Hypernymy	n	15(2),3(2),2(2),1(2)	14823
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),3(2),1(2)	14918
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	15519
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	15870
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	16159
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2),12(2)	1628
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	16980
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	18024
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	18026
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	20334
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	20337
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	20340
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	20342
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	20368
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2),9(2)	20431
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2)	20588
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2)	20811
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	21145
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	21348
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	22558
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	2273
flower(icl>reproductive_structure>thing)	Hypernymy	n	(2),3(2),1(2),2(2)	22797
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),10(2),2(2),3(2)	22801
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),2(2)	22914
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	23390
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	23392
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	23492
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	23496
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	23643
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	23645
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	23660
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	24135
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),3(2),1(2)	24624
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	24626
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2)	24628
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2)	24644
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	25255
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	25457
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	25979
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	26242
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	26399
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	26509
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	26555
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),4(2),2(2),1(2)	29065
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	29666
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	30186
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	30513
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	30818
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2)	32056
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	32205
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	32420
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2)	32563
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	32665
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	33025
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2)	33907
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	33948
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	34116
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	3501
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),3(2),1(2)	35662
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2),6(2)	37989
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2)	38402
flower(icl>reproductive_structure>thing)	Direct	n	2(4),1(5)	4422
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(4)	4945
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),1(2),2(2)	5084
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),2(2),3(2)	5085
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	5459
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	56
flower(icl>reproductive_structure>thing)	Hypernymy	n	3(2),2(2),1(2)	6128
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2),3(2),2(2)	6356
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	7035
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	7420
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	7447
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2),3(2)	7497
flower(icl>reproductive_structure>thing)	Hypernymy	n	1(2)	9232
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2)	9796
flower(icl>reproductive_structure>thing)	Hypernymy	n	2(2),1(2)	9859
flower(icl>time_period>thing)	Direct	n	1(2),3(2)	27166
flower_garden(icl>garden>thing)	Direct	n	12(4),(4),14(4),1(4)	1388
flowering(icl>adj,ant>flowerless)	Direct	a	2(2)	20975
flowering(icl>adj,ant>flowerless)	Direct	a	1(4)	645
flowering(icl>growth>thing,equ>blossoming)	Direct	n	1(4)	6449
flowering_plant(icl>spermatophyte>thing,equ>angiosperm)	Direct	n	1(2)	37580
flowering_plant(icl>spermatophyte>thing,equ>angiosperm)	Hypernymy	n	1(2),3(2),2(2)	6001
flowering_tree(icl>tree>thing,equ>angiospermous_tree)	Direct	n	1(2)	20973
flowerless(icl>adj,ant>flowering)	Direct	a	2(2)	646
flowerpot(icl>container>thing,equ>pot)	Direct	n	1(4)	4848
flu(icl>contagious_disease>thing,equ>influenza)	Direct	n	4(4)	28790
flub(icl>fail>do,equ>botch,agt>thing,obj>thing)	Direct	v	3(2),3(2)	11432
fluent(icl>adj)	Direct	a	1(2),2(2)	7631
fluent(icl>adj,equ>eloquent)	Direct	a	1(4)	10030
fluid(icl>adj)	Direct	a	1(5)	6265
fluid(icl>adj,equ>fluent)	Direct	a	1(2)	16203
fluidity(icl>thinness>thing)	Direct	n	1(4)	13257
flump(icl>set_down>do,equ>plank,agt>thing,obj>thing)	Direct	v	1(2)	9346
flunitrazepan(icl>club_drug>thing)	Direct	n	1(2)	27557
flunkey(icl>follower>thing,equ>flunky)	Direct	n	6(2),6(2)	5371
fluoroscope(icl>x-ray_machine>thing)	Direct	n	2(2)	29051
flurry(icl>commotion>thing,equ>bustle)	Direct	n	1(4)	2617
flush(icl>blush>occur,aoj>person)	Direct	v	1(2)	4033
flush(icl>blush>occur,aoj>person)	Direct	v	3(2)	7887
flush(icl>time_period>thing,equ>flower)	Direct	n	1(2),3(2)	27166
flute(icl>woodwind>thing)	Direct	n	5(3)	370
flute(icl>woodwind>thing)	Hypernymy	n	2(2),1(2),3(2)	393
flute(icl>woodwind>thing)	Hypernymy	n	3(2),2(2),1(2)	394
flutist(icl>musician>thing)	Direct	n	1(2),1(2)	7068
flutter(icl>beat>occur,equ>palpitate,obj>thing)	Direct	v	1(2)	28147
flutter(icl>travel_rapidly>do,equ>flit,agt>thing,ins>thing)	Direct	v	1(2)	5071
flux(icl>change_integrity>do,equ>blend,agt>thing,obj>thing)	Direct	v	2(2)	30542
fly(icl>dipterous_insect>thing)	Direct	n	1(5)	635
fly(icl>flap>thing,equ>tent-fly)	Direct	n	3(2),1(2)	26865
fly(icl>occur,equ>spread,obj>abstract_thing,scn>thing)	Direct	v	1(2)	11460
fly_sheet(icl>flap>thing,equ>tent-fly)	Direct	n	3(2),1(2)	26865
flycatcher(icl>oscine>thing,equ>old_world_flycatcher)	Direct	n	3(2)	28099
flycatcher(icl>tyrannid>thing,equ>new_world_flycatcher)	Direct	n	1(2)	28348
flyer(icl>ad>thing,equ>circular)	Direct	n	2(2),2(2)	6289
flying(icl>adj,equ>fast-flying)	Direct	a	1(2)	7993
flying_squad(icl>team>thing)	Direct	n	1(2)	10476
foal(icl>young_mammal>thing)	Direct	n	1(2)	15722
foam(icl>bubble>thing)	Direct	n	3(4),1(4)	1029
fob(icl>deceive>do,equ>flim-flam,agt>person,obj>volitional_thing)	Direct	v	1(4)	11371
focus(icl>emphasis>abstract_thing,opl>thing)	Direct	n	3(2)	13349
focus(icl>point>thing)	Direct	n	10(5)	36220
fodder(icl>feed>thing)	Direct	n	1(3)	5200
foetus(icl>vertebrate>thing,equ>fetus)	Direct	n	1(2),1(2)	7473
fog(icl>aerosol>thing)	Direct	n	3(6),1(4)	2167
foggy(icl>adj,equ>bleary)	Direct	a	4(4)	7489
foil(icl>sheet_metal>thing)	Direct	n	2(2)	9377
foiled(icl>adj,equ>defeated)	Direct	a	1(2)	13089
foist(icl>inflict>do,agt>thing,obj>thing,plc>thing)	Direct	v	1(3)	11396
fold(icl>animal_group>thing,equ>flock)	Direct	n	1(2)	13366
fold(icl>bend>do,agt>thing,obj>concrete_thing,gol>thing)	Direct	v	1(4)	7410
fold(icl>fail>occur,obj>thing)	Direct	v	1(2)	34536
fold(icl>social_group>thing,equ>congregation)	Direct	n	1(2)	23712
fold_up(icl>wrap>do,cob>thing,agt<person,obj>thing)	Direct	v	2(2)	7410
folder(icl>book>thing,equ>booklet)	Direct	n	1(4)	9473
folding_money(icl>currency>thing,equ>paper_money)	Direct	n	3(2)	10534
foliage(icl>plant_organ>thing,equ>leaf)	Direct	n	3(2)	2535
foliage(icl>plant_organ>thing,equ>leaf)	Hypernymy	n	1(2),2(2)	34979
foliage(icl>plant_organ>thing,equ>leaf)	Hypernymy	n	1(2),2(2)	38387
foliage(icl>plant_organ>thing,equ>leaf)	Hypernymy	n	3(2),1(2),2(2)	643
folic_acid(icl>b-complex_vitamin>thing,equ>vitamin_bc)	Direct	n	(4)	27211
folio(icl>sheet>thing,equ>leaf)	Direct	n	1(2)	6671
folk(icl>popular_music>thing,equ>folk_music)	Direct	n	1(2)	27021
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	2(2),1(2)	10362
folk(icl>social_group>thing,equ>tribe)	Direct	n	2(2),1(2)	11988
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	1(2),2(2)	16029
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	2(2),1(2)	29690
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	3(2),1(2),2(2)	30373
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	1(2)	32558
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	1(2)	33482
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	2(2),1(2)	33516
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	1(2)	33560
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	1(2),2(2)	33561
folk(icl>social_group>thing,equ>tribe)	Hypernymy	n	2(2),1(2)	9247
folk_art(icl>genre>thing)	Direct	n	2(2),3(2),1(2)	31511
folk_art(icl>genre>thing)	Hypernymy	n	2(2),1(2),3(2)	36233
folk_ballad(icl>folk_music>thing,equ>folk_song)	Hypernymy	n	2(2),1(2)	24027
folk_ballad(icl>folk_music>thing,equ>folk_song)	Hypernymy	n	2(2),1(2)	36137
folk_ballad(icl>folk_music>thing,equ>folk_song)	Hypernymy	n	2(2),1(2),3(2)	4905
folk_ballad(icl>folk_music>thing,equ>folk_song)	Direct	n	2(2),3(2),1(2)	9917
folk_dancing(icl>social_dancing>thing)	Direct	n	3(2),3(2),2(2),2(2),1(2),1(2)	10001
folk_dancing(icl>social_dancing>thing)	Hypernymy	n	1(2),1(2)	14087
folk_dancing(icl>social_dancing>thing)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	34182
folk_dancing(icl>social_dancing>thing)	Hypernymy	n	2(2),2(2),1(2),1(2)	34474
folk_dancing(icl>social_dancing>thing)	Hypernymy	n	2(2),2(2),3(2),3(2)	37717
folk_dancing(icl>social_dancing>thing)	Hypernymy	n	2(2),2(2),1(2),1(2)	9985
folk_song(icl>folk_music>thing)	Hypernymy	n	2(2),2(2),1(2),1(2)	24027
folk_song(icl>folk_music>thing)	Hypernymy	n	2(2),2(2),1(2),1(2)	36137
folk_song(icl>folk_music>thing)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	4905
folk_song(icl>folk_music>thing)	Direct	n	2(2),2(2),3(2),3(2),1(2),1(2)	9917
folklore(icl>lore>thing)	Direct	n	3(2),1(2)	36235
folktale(icl>narrative>thing)	Direct	n	3(2),3(2)	4260
follow(icl>do,equ>chase,agt>person,obj>thing)	Direct	v	1(4)	7861
follow(icl>do,equ>watch,agt>person,obj>thing,ins>thing)	Direct	v	7(2)	19104
follow(icl>do,equ>watch,agt>person,obj>thing,ins>thing)	Direct	v	6(2)	35192
follow(icl>move>do,equ>go_after,agt>volitional_thing,obj>volitional_thing)	Direct	v	2(2)	17809
follower(icl>person>thing,ant>leader)	Direct	n	1(4)	1147
following(icl>adj)	Direct	a	1(4)	14840
folly(icl>trait>thing,ant>wisdom)	Direct	n	1(7)	2508
fond(icl>adj,equ>affectionate)	Direct	a	3(2)	1356
fondness(icl>feeling>thing,equ>affection)	Direct	n	3(5),4(4),1(6)	121
fondness(icl>feeling>thing,equ>affection)	Direct	n	3(4),5(4),18(4)	2514
fondness(icl>feeling>thing,equ>affection)	Hypernymy	n	1(2)	2554
font(icl>type>thing)	Direct	n	1(2),1(2)	27149
fontanelle(icl>orifice>thing)	Direct	n	1(2),1(2)	19363
food(icl>solid>thing)	Hypernymy	n	1(2),2(2),3(2)	6642
food(icl>substance>thing)	Direct	n	5(5)	20
food(icl>substance>thing)	Hypernymy	n	3(2),2(2),1(2)	2502
food(icl>substance>thing)	Hypernymy	n	2(2),1(2)	2920
food(icl>substance>thing)	Hypernymy	n	1(2),2(2)	35962
food(icl>substance>thing)	Hypernymy	n	3(2),1(2),2(2)	3763
food(icl>substance>thing)	Hypernymy	n	3(2),1(2),2(2)	38331
food(icl>substance>thing)	Hypernymy	n	1(2),2(2),3(2)	4210
food(icl>substance>thing)	Hypernymy	n	1(2)	436
food(icl>substance>thing)	Hypernymy	n	1(2)	5357
foodstuff(icl>consumer_goods>thing,equ>grocery)	Direct	n	2(4)	9382
fool(icl>consume>do,equ>fritter,agt>thing,obj>thing)	Direct	v	3(2)	4656
fool(icl>simpleton>thing)	Hypernymy	n	1(2),2(2)	38382
fool(icl>simpleton>thing)	Hypernymy	n	4(0),5(0),6(0)	38458
fool(icl>simpleton>thing)	Hypernymy	n	4(0),5(0),6(0)	9193
foolishness(icl>trait>thing,equ>folly,ant>wisdom)	Direct	n	1(4)	2508
foot(icl>bottom>thing,ant>head)	Direct	n	1(6),2(4)	28107
foot(icl>linear_unit>thing)	Direct	n	2(2)	10853
foot(icl>vertebrate_foot>thing)	Direct	n	4(2)	2019
foot-and-mouth_disease(icl>animal_disease>thing)	Direct	n	1(4)	14552
footage(icl>film>thing)	Direct	n	6(2)	34907
footprint(icl>mark>thing)	Direct	n	1(2)	6537
footprint(icl>trace>thing)	Direct	n	3(2)	38781
footstep(icl>indefinite_quantity>thing)	Direct	n	3(4)	30677
footstool(icl>stool>thing)	Hypernymy	n	2(2),1(2)	14628
footstool(icl>stool>thing)	Direct	n	3(2)	14629
footstool(icl>stool>thing)	Direct	n	1(2)	9706
footwear(icl>clothing>thing)	Direct	n	2(2)	1789
for_certain(icl>how,equ>surely,com>sure)	Direct	adv	3(2)	30693
for_example(icl>how)	Direct	adv	3(2)	10930
for_sure(icl>how,equ>surely,com>sure)	Direct	adv	3(2)	30693
for_the_first_time(icl>how,equ>first)	Direct	adv	1(2)	855
for_the_most_part(icl>how,equ>largely)	Direct	adv	3(2)	1811
forbid(icl>prohibit>do,agt>person,obj>uw,rec>person)	Direct	v	2(5),1(4)	10746
forbidden(icl>adj)	Direct	a	1(4),2(4)	899
force(icl>move>do,equ>pull,agt>thing,obj>thing)	Direct	v	1(2)	4738
force(icl>social_group>thing)	Direct	n	1(2)	28437
force(icl>thing,obj>thing,aoj>thing)	Direct	n	7(4),2(4)	5956
force(icl>unit>thing,equ>military_unit)	Direct	n	2(2)	5746
force_out(icl>oust>do,equ>depose,agt>thing,obj>thing)	Direct	v	2(2)	11385
force_out(icl>remove>do,equ>fire,agt>thing,obj>thing)	Direct	v	1(2)	11847
forcibly(icl>how,com>forcible)	Direct	adv	1(3)	9603
fore(icl>front>thing,equ>bow)	Direct	n	2(2)	8323
forebear(icl>ancestor>thing)	Direct	n	2(4),2(4),3(4),3(4)	6843
foreboding(icl>omen>thing)	Direct	n	2(2)	31125
forecast(icl>prediction>thing,equ>prognosis)	Direct	n	1(5)	9480
forefinger(icl>finger>thing,equ>index)	Direct	n	1(7)	561
forehead(icl>feature>thing,equ>brow)	Direct	n	3(4),1(5)	604
foreign(icl>adj,ant>domestic)	Direct	a	2(6),1(4)	7863
foreign-born(icl>adj)	Direct	a	2(2)	198
foreign_country(icl>state>thing)	Hypernymy	n	1(2)	38628
foreign_country(icl>state>thing)	Direct	n	2(2)	6707
foreign_minister(icl>minister>thing)	Direct	n	1(2)	34775
foreign_office(icl>ministry>thing)	Direct	n	2(2)	36048
foreign_office(icl>ministry>thing)	Direct	n	2(2)	36049
foreigner(icl>stranger>thing)	Direct	n	4(4)	11993
foreigner(icl>traveler>thing)	Direct	n	2(5),1(4)	7853
foreignness(icl>quality>thing,ant>nativeness)	Direct	n	2(2)	14996
foreman(icl>foreperson>thing)	Direct	n	1(2)	10189
foreman(icl>supervisor>thing)	Direct	n	1(2)	22595
forenoon(icl>time_period>thing,equ>morning)	Direct	n	1(2)	1801
foreordained(icl>adj)	Direct	a	2(2)	2550
forerunner(icl>person>thing,equ>precursor)	Direct	n	1(2)	2408
foresight(icl>knowing>thing,equ>prevision)	Direct	n	2(4)	9142
forest(icl>land>thing)	Hypernymy	n	1(2)	14265
forest(icl>land>thing)	Hypernymy	n	1(2)	14381
forest(icl>land>thing)	Hypernymy	n	1(2)	14513
forest(icl>land>thing)	Hypernymy	n	2(2),1(2),3(2)	1483
forest(icl>land>thing)	Hypernymy	n	3(2),2(2),1(2)	1484
forest(icl>land>thing)	Hypernymy	n	3(2),2(2),1(2)	16326
forest(icl>land>thing)	Hypernymy	n	1(2),2(2),3(2)	25503
forest(icl>land>thing)	Direct	n	1(5),3(4),2(4)	2551
forest(icl>land>thing)	Hypernymy	n	3(2),1(2),2(2)	27201
forest(icl>land>thing)	Hypernymy	n	1(2)	32039
forest(icl>vegetation>thing)	Direct	n	3(4),1(5),2(4)	28034
forest_fire(icl>fire>thing)	Direct	n	3(2)	6152
forest_red_gum(icl>flooded_gum>thing)	Direct	n	2(2)	1295
forested(icl>adj)	Direct	a	1(4)	6163
foreswear(icl>do,equ>waive,agt>thing,obj>thing)	Direct	v	2(2)	16404
forethought(icl>judiciousness>thing,equ>caution)	Direct	n	3(4),2(4)	10905
foreword(icl>introduction>thing)	Direct	n	2(4),6(7),1(4)	818
forfeit(icl>adj,equ>confiscate)	Direct	a	1(4)	21886
forge(icl>furnace>thing)	Hypernymy	n	1(2)	584
forge(icl>invent>do,agt>person,obj>thing)	Direct	v	1(4),3(4)	7133
forget(icl>do,agt>thing)	Direct	v	2(7),1(4)	6046
forgetful(icl>adj)	Direct	a	1(4)	9668
forgetfulness(icl>unknowingness>thing)	Direct	n	2(4)	1634
forgivable(icl>adj,equ>excusable)	Direct	a	1(4)	1192
forgive(icl>pardon>do,rsn>uw,agt>person,ben>person)	Direct	v	1(2)	22056
forgive(icl>pardon>do,rsn>uw,agt>person,ben>person)	Direct	v	1(5)	5430
forgiveness(icl>kindness>thing)	Direct	n	1(2)	35405
forgiveness(icl>mercifulness>thing)	Direct	n	1(5)	2942
forgo(icl>do,agt>thing,obj>thing)	Direct	v	2(2)	16404
forint(icl>hungarian_monetary_unit>thing)	Direct	n	1(2)	19593
fork(icl>cutlery>thing)	Direct	n	1(4),2(5)	5815
fork(icl>diverge>occur,equ>branch,obj>thing)	Direct	v	1(2)	39134
form(icl>ability>thing)	Direct	n	2(2)	26913
form(icl>appearance>thing)	Direct	n	23(4)	3387
form(icl>appearance>thing)	Hypernymy	n	2(2),1(2)	38044
form(icl>category>thing,equ>kind)	Hypernymy	n	1(2)	35960
form(icl>category>thing,equ>kind)	Hypernymy	n	1(2),2(2)	36105
form(icl>category>thing,equ>kind)	Direct	n	7(4)	6937
form(icl>document>thing)	Direct	n	1(2)	26888
form(icl>gathering>thing,equ>class)	Direct	n	1(4),2(4)	27051
form(icl>influence>do,equ>train,agt>thing,obj>thing,met>thing)	Direct	v	2(2)	18598
form(icl>manner>thing)	Direct	n	1(4)	26985
form(icl>spatial_property>thing,equ>shape)	Direct	n	1(4)	27660
form(icl>taxonomic_group>thing)	Direct	n	1(2)	28452
form(icl>word>thing)	Direct	n	1(4)	27003
form_of_address(icl>appellation>thing,equ>title)	Direct	n	2(4)	224
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	3(2),2(2)	24183
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	1(2),2(2)	32792
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	1(2)	33328
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	2(2),1(2)	38049
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	1(2)	38377
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	1(2),2(2),3(2)	38530
form_of_address(icl>appellation>thing,equ>title)	Hypernymy	n	1(2)	39104
formality(icl>ceremony>thing)	Direct	n	1(4),1(6)	15507
formation(icl>action,agt>uw,obj>uw)	Direct	n	2(4)	8128
formation(icl>arrangement>thing)	Direct	n	2(5),1(4)	28438
formation(icl>arrangement>thing)	Hypernymy	n	1(2),2(2),3(2)	36469
formation(icl>fabrication>thing)	Direct	n	3(3)	11681
formative_cell(icl>cell>thing,equ>embryonic_cell)	Direct	n	1(2)	554
formed(icl>adj,ant>unformed)	Direct	a	2(2)	2002
formicary(icl>knoll>thing,equ>anthill)	Direct	n	2(2)	3844
formless(icl>adj,equ>amorphous)	Direct	a	13(4)	1989
formosa(iof>island>thing,equ>taiwan)	Direct	n	1(2)	19035
formula(icl>direction>thing,equ>recipe)	Direct	n	3(4)	13988
formula(icl>procedure>thing,equ>rule)	Direct	n	1(3)	13236
formulation(icl>creating_by_mental_acts>thing,equ>conceptualization)	Direct	n	1(4)	10642
fornicator(icl>libertine>thing,equ>adulterer)	Direct	n	1(2)	2709
forrader(icl>how,equ>ahead)	Direct	adv	2(2)	2367
fort(icl>defensive_structure>thing,equ>fortress)	Direct	n	2(4),5(4)	4360
forth(icl>how,equ>away)	Direct	adv	2(4),1(4)	3075
forthcoming(icl>adj,equ>approaching)	Direct	a	1(5)	2359
forthright(icl>adj,equ>blunt)	Direct	a	1(4)	4619
forthright(icl>adj,equ>blunt)	Direct	a	1(4)	9812
forthwith(icl>how,equ>immediately,com>immediate)	Direct	adv	4(4),7(4),8(4)	2620
fortieth(icl>adj)	Direct	a	(4)	13791
fortification(icl>defensive_structure>thing)	Direct	n	2(2)	26523
fortress(icl>defensive_structure>thing)	Direct	n	2(4)	4360
fortuitously(icl>how,equ>fortunately,ant>unfortunately,com>fortuitous)	Direct	adv	3(4)	38558
fortuneteller(icl>forecaster>thing)	Direct	n	3(2),3(2)	21438
forty(icl>large_integer>quantity)	Direct	a	1(4)	941
forum(icl>meeting>thing)	Direct	n	2(2)	28417
forward(icl>how,equ>ahead,ant>backward)	Direct	adv	2(5)	3640
fossa(icl>concave_shape>thing,equ>pit)	Direct	n	3(2)	22401
fosse(icl>trench>thing,equ>moat)	Direct	n	1(4)	7743
fossil(icl>remains>thing)	Direct	n	1(2)	3480
foster(icl>adj)	Direct	a	4(4)	9429
foul(icl>adj,equ>disgusting)	Direct	a	1(2)	1357
foul(icl>adj,equ>fetid)	Direct	a	1(4)	36386
foul(icl>dirty>do,equ>pollute,agt>thing,obj>thing)	Direct	v	1(2)	36209
foul(icl>hit>do,agt>thing,obj>thing,ins>thing)	Direct	v	2(2)	36575
foul(icl>play>do,agt>thing)	Direct	v	2(2)	36576
